Time Period,DTERM(10year-1month)
20141008 ,2.34
20141009 ,2.33
20141010 ,2.3
20141013 ,
20141014 ,2.19
20141015 ,2.13
20141016 ,2.14
20141017 ,2.2
20141020 ,2.18
20141021 ,2.21
20141022 ,2.23
20141023 ,2.28
20141024 ,2.28
20141027 ,2.25
20141028 ,2.28
20141029 ,2.31
20141030 ,2.31
20141031 ,2.34
20141103 ,2.34
20141104 ,2.32
20141105 ,2.33
20141106 ,2.36
20141107 ,2.29
20141110 ,2.36
20141111 ,
20141112 ,2.35
20141113 ,2.33
20141114 ,2.3
20141117 ,2.31
20141118 ,2.3
20141119 ,2.35
20141120 ,2.32
20141121 ,2.3
20141124 ,2.28
20141125 ,2.25
20141126 ,2.22
20141127 ,
20141128 ,2.16
20141201 ,2.19
20141202 ,2.25
20141203 ,2.28
20141204 ,2.23
20141205 ,2.29
20141208 ,2.23
20141209 ,2.18
20141210 ,2.15
20141211 ,2.16
20141212 ,2.08
20141215 ,2.08
20141216 ,2.04
20141217 ,2.11
20141218 ,2.18
20141219 ,2.13
20141222 ,2.12
20141223 ,2.23
20141224 ,2.26
20141225 ,
20141226 ,2.24
20141229 ,2.19
20141230 ,2.17
20141231 ,2.13
20150101 ,
20150102 ,2.1
20150105 ,2.01
20150106 ,1.94
20150107 ,1.93
20150108 ,2
20150109 ,1.96
20150112 ,1.89
20150113 ,1.88
20150114 ,1.82
20150115 ,1.74
20150116 ,1.8
20150119 ,
20150120 ,1.79
20150121 ,1.84
20150122 ,1.87
20150123 ,1.79
20150126 ,1.8
20150127 ,1.81
20150128 ,1.71
20150129 ,1.74
20150130 ,1.66
20150202 ,1.66
20150203 ,1.77
20150204 ,1.8
20150205 ,1.81
20150206 ,1.93
20150209 ,1.95
20150210 ,2
20150211 ,1.99
20150212 ,1.97
20150213 ,2.01
20150216 ,
20150217 ,2.12
20150218 ,2.05
20150219 ,2.09
20150220 ,2.11
20150223 ,2.04
20150224 ,1.97
20150225 ,1.94
20150226 ,2
20150227 ,1.98
20150302 ,2.06
20150303 ,2.1
20150304 ,2.11
20150305 ,2.09
20150306 ,2.23
20150309 ,2.18
20150310 ,2.12
20150311 ,2.08
20150312 ,2.07
20150313 ,2.1
20150316 ,2.05
20150317 ,2.01
20150318 ,1.9
20150319 ,1.95
20150320 ,1.92
20150323 ,1.89
20150324 ,1.86
20150325 ,1.89
20150326 ,1.98
20150327 ,1.91
20150330 ,1.92
20150331 ,1.91
20150401 ,1.84
20150402 ,1.9
20150403 ,1.83
20150406 ,1.89
20150407 ,1.87
20150408 ,1.89
20150409 ,1.94
20150410 ,1.94
20150413 ,1.91
20150414 ,1.88
20150415 ,1.89
20150416 ,1.88
20150417 ,1.86
20150420 ,1.87
20150421 ,1.89
20150422 ,1.96
20150423 ,1.93
20150424 ,1.9
20150427 ,1.92
20150428 ,1.98
20150429 ,2.05
20150430 ,2.04
20150501 ,2.11
20150504 ,2.14
20150505 ,2.18
20150506 ,2.23
20150507 ,2.17
20150508 ,2.15
20150511 ,2.26
20150512 ,2.25
20150513 ,2.25
20150514 ,2.22
20150515 ,2.12
20150518 ,2.21
20150519 ,2.25
20150520 ,2.24
20150521 ,2.17
20150522 ,2.19
20150525 ,
20150526 ,2.12
20150527 ,2.13
20150528 ,2.12
20150529 ,2.11
20150601 ,2.17
20150602 ,2.26
20150603 ,2.36
20150604 ,2.29
20150605 ,2.38
20150608 ,2.37
20150609 ,2.4
20150610 ,2.48
20150611 ,2.38
20150612 ,2.37
20150615 ,2.34
20150616 ,2.31
20150617 ,2.31
20150618 ,2.34
20150619 ,2.25
20150622 ,2.36
20150623 ,2.41
20150624 ,2.37
20150625 ,2.39
20150626 ,2.48
20150629 ,2.31
20150630 ,2.34
20150701 ,2.42
20150702 ,2.39
20150703 ,
20150706 ,2.28
20150707 ,2.25
20150708 ,2.2
20150709 ,2.29
20150710 ,2.41
20150713 ,2.42
20150714 ,2.4
20150715 ,2.34
20150716 ,2.34
20150717 ,2.31
20150720 ,2.34
20150721 ,2.32
20150722 ,2.29
20150723 ,2.25
20150724 ,2.23
20150727 ,2.18
20150728 ,2.21
20150729 ,2.23
20150730 ,2.21
20150731 ,2.12
20150803 ,2.08
20150804 ,2.15
20150805 ,2.2
20150806 ,2.19
20150807 ,2.12
20150810 ,2.12
20150811 ,2.05
20150812 ,2.04
20150813 ,2.09
20150814 ,2.11
20150817 ,2.06
20150818 ,2.13
20150819 ,2.07
20150820 ,2.07
20150821 ,2.02
20150824 ,1.95
20150825 ,2.05
20150826 ,2.12
20150827 ,2.12
20150828 ,2.13
20150831 ,2.13
20150901 ,2.14
20150902 ,2.17
20150903 ,2.16
20150904 ,2.11
20150907 ,
20150908 ,2.14
20150909 ,2.18
20150910 ,2.21
20150911 ,2.16
20150914 ,2.11
20150915 ,2.21
20150916 ,2.24
20150917 ,2.2
20150918 ,2.13
20150921 ,2.19
20150922 ,2.14
20150923 ,2.15
20150924 ,2.12
20150925 ,2.17
20150928 ,2.09
20150929 ,2.04
20150930 ,2.06
20151001 ,2.05
20151002 ,1.99
20151005 ,2.06
20151006 ,2.05
20151007 ,2.08
20151008 ,2.12
20151009 ,2.11
20151012 ,
20151013 ,2.05
20151014 ,1.99
20151015 ,2.03
20151016 ,2.03
20151019 ,2.02
20151020 ,2.06
20151021 ,2.03
20151022 ,2.04
20151023 ,2.08
20151026 ,2.05
20151027 ,2.02
20151028 ,2.06
20151029 ,2.12
20151030 ,2.08
20151102 ,2.12
20151103 ,2.17
20151104 ,2.2
20151105 ,2.21
20151106 ,2.26
20151109 ,2.22
20151110 ,2.19
20151111 ,
20151112 ,2.18
20151113 ,2.14
20151116 ,2.12
20151117 ,2.11
20151118 ,2.15
20151119 ,2.13
20151120 ,2.14
20151123 ,2.11
20151124 ,2.08
20151125 ,2.04
20151126 ,
20151127 ,2.04
20151130 ,1.99
20151201 ,1.94
20151202 ,1.97
20151203 ,2.12
20151204 ,2.05
20151207 ,1.94
20151208 ,1.97
20151209 ,1.96
20151210 ,2
20151211 ,1.9
20151214 ,1.97
20151215 ,2.03
20151216 ,2.03
20151217 ,2.01
20151218 ,2
20151221 ,1.96
20151222 ,2.03
20151223 ,2.07
20151224 ,2.05
20151225 ,
20151228 ,2.01
20151229 ,2.09
20151230 ,2.1
20151231 ,2.11
20160101 ,
20160104 ,2.02
20160105 ,2.05
20160106 ,1.97
20160107 ,1.96
20160108 ,1.93
20160111 ,1.96
20160112 ,1.91
20160113 ,1.86
20160114 ,1.85
20160115 ,1.79
20160118 ,
20160119 ,1.8
20160120 ,1.75
20160121 ,1.74
20160122 ,1.76
20160125 ,1.72
20160126 ,1.7
20160127 ,1.7
20160128 ,1.65
20160129 ,1.61
20160201 ,1.62
20160202 ,1.53
20160203 ,1.55
20160204 ,1.58
20160205 ,1.56
20160208 ,1.43
20160209 ,1.44
20160210 ,1.4
20160211 ,1.35
20160212 ,1.44
20160215 ,
20160216 ,1.48
20160217 ,1.51
20160218 ,1.45
20160219 ,1.45
20160222 ,1.44
20160223 ,1.42
20160224 ,1.42
20160225 ,1.39
20160226 ,1.43
20160229 ,1.41
20160301 ,1.5
20160302 ,1.48
20160303 ,1.55
20160304 ,1.59
20160307 ,1.59
20160308 ,1.54
20160309 ,1.6
20160310 ,1.61
20160311 ,1.65
20160314 ,1.63
20160315 ,1.63
20160316 ,1.63
20160317 ,1.62
20160318 ,1.58
20160321 ,1.61
20160322 ,1.64
20160323 ,1.58
20160324 ,1.61
20160325 ,
20160328 ,1.6
20160329 ,1.58
20160330 ,1.63
20160331 ,1.57
20160401 ,1.56
20160404 ,1.55
20160405 ,1.5
20160406 ,1.53
20160407 ,1.47
20160408 ,1.49
20160411 ,1.5
20160412 ,1.57
20160413 ,1.54
20160414 ,1.58
20160415 ,1.54
20160418 ,1.56
20160419 ,1.58
20160420 ,1.62
20160421 ,1.65
20160422 ,1.66
20160425 ,1.66
20160426 ,1.7
20160427 ,1.63
20160428 ,1.62
20160429 ,1.61
20160502 ,1.66
20160503 ,1.6
20160504 ,1.6
20160505 ,1.56
20160506 ,1.6
20160509 ,1.53
20160510 ,1.53
20160511 ,1.47
20160512 ,1.48
20160513 ,1.42
20160516 ,1.47
20160517 ,1.48
20160518 ,1.57
20160519 ,1.54
20160520 ,1.52
20160523 ,1.49
20160524 ,1.51
20160525 ,1.54
20160526 ,1.52
20160527 ,1.53
20160530 ,
20160531 ,1.5
20160601 ,1.55
20160602 ,1.52
20160603 ,1.41
20160606 ,1.45
20160607 ,1.44
20160608 ,1.47
20160609 ,1.42
20160610 ,1.38
20160613 ,1.35
20160614 ,1.35
20160615 ,1.34
20160616 ,1.3
20160617 ,1.35
20160620 ,1.39
20160621 ,1.44
20160622 ,1.42
20160623 ,1.43
20160624 ,1.3
20160627 ,1.19
20160628 ,1.2
20160629 ,1.24
20160630 ,1.23
20160701 ,1.18
20160704 ,
20160705 ,1.09
20160706 ,1.11
20160707 ,1.11
20160708 ,1.09
20160711 ,1.12
20160712 ,1.24
20160713 ,1.17
20160714 ,1.21
20160715 ,1.28
20160718 ,1.27
20160719 ,1.25
20160720 ,1.27
20160721 ,1.25
20160722 ,1.24
20160725 ,1.26
20160726 ,1.26
20160727 ,1.21
20160728 ,1.27
20160729 ,1.18
20160801 ,1.22
20160802 ,1.26
20160803 ,1.27
20160804 ,1.25
20160805 ,1.31
20160808 ,1.28
20160809 ,1.26
20160810 ,1.22
20160811 ,1.29
20160812 ,1.22
20160815 ,1.24
20160816 ,1.3
20160817 ,1.26
20160818 ,1.23
20160819 ,1.28
20160822 ,1.26
20160823 ,1.25
20160824 ,1.25
20160825 ,1.25
20160826 ,1.28
20160829 ,1.24
20160830 ,1.24
20160831 ,1.25
20160901 ,1.24
20160902 ,1.27
20160905 ,
20160906 ,1.23
20160907 ,1.2
20160908 ,1.26
20160909 ,1.32
20160912 ,1.31
20160913 ,1.37
20160914 ,1.37
20160915 ,1.42
20160916 ,1.4
20160919 ,1.4
20160920 ,1.39
20160921 ,1.44
20160922 ,1.45
20160923 ,1.44
20160926 ,1.34
20160927 ,1.3
20160928 ,1.3
20160929 ,1.3
20160930 ,1.31
20161003 ,1.31
20161004 ,1.36
20161005 ,1.4
20161006 ,1.42
20161007 ,1.4
20161010 ,
20161011 ,1.42
20161012 ,1.42
20161013 ,1.45
20161014 ,1.48
20161017 ,1.43
20161018 ,1.41
20161019 ,1.41
20161020 ,1.41
20161021 ,1.4
20161024 ,1.44
20161025 ,1.43
20161026 ,1.46
20161027 ,1.55
20161028 ,1.56
20161031 ,1.5
20161101 ,1.48
20161102 ,1.44
20161103 ,1.44
20161104 ,1.41
20161107 ,1.42
20161108 ,1.45
20161109 ,1.62
20161110 ,1.67
20161111 ,
20161114 ,1.68
20161115 ,1.72
20161116 ,1.75
20161117 ,1.85
20161118 ,1.9
20161121 ,1.87
20161122 ,1.82
20161123 ,1.85
20161124 ,
20161125 ,1.87
20161128 ,1.84
20161129 ,1.82
20161130 ,1.89
20161201 ,1.97
20161202 ,1.91
20161205 ,1.9
20161206 ,1.9
20161207 ,1.82
20161208 ,1.89
20161209 ,1.93
20161212 ,1.98
20161213 ,1.94
20161214 ,1.99
20161215 ,2.09
20161216 ,2.09
20161219 ,2.02
20161220 ,2.05
20161221 ,2.03
20161222 ,2.04
20161223 ,2.03
20161226 ,
20161227 ,2.06
20161228 ,1.98
20161229 ,2.02
20161230 ,1.94
20170102 ,
20170103 ,1.92
20170104 ,1.93
20170105 ,1.85
20170106 ,1.89
20170109 ,1.88
20170110 ,1.86
20170111 ,1.86
20170112 ,1.84
20170113 ,1.87
20170116 ,
20170117 ,1.78
20170118 ,1.89
20170119 ,1.95
20170120 ,1.98
20170123 ,1.9
20170124 ,1.96
20170125 ,2.03
20170126 ,2
20170127 ,1.97
20170130 ,1.98
20170131 ,1.93
20170201 ,1.97
20170202 ,1.96
20170203 ,1.98
20170206 ,1.89
20170207 ,1.87
20170208 ,1.8
20170209 ,1.86
20170210 ,1.86
20170213 ,1.91
20170214 ,1.93
20170215 ,1.97
20170216 ,1.92
20170217 ,1.89
20170220 ,
20170221 ,1.9
20170222 ,1.9
20170223 ,1.87
20170224 ,1.79
20170227 ,1.86
20170228 ,1.83
20170301 ,1.83
20170302 ,1.82
20170303 ,1.78
20170306 ,1.75
20170307 ,1.76
20170308 ,1.84
20170309 ,1.87
20170310 ,1.83
20170313 ,1.83
20170314 ,1.82
20170315 ,1.78
20170316 ,1.8
20170317 ,1.77
20170320 ,1.71
20170321 ,1.66
20170322 ,1.63
20170323 ,1.65
20170324 ,1.62
20170327 ,1.6
20170328 ,1.64
20170329 ,1.61
20170330 ,1.64
20170331 ,1.64
20170403 ,1.56
20170404 ,1.57
20170405 ,1.54
20170406 ,1.55
20170407 ,1.56
20170410 ,1.55
20170411 ,1.5
20170412 ,1.47
20170413 ,1.43
20170414 ,
20170417 ,1.43
20170418 ,1.36
20170419 ,1.4
20170420 ,1.45
20170421 ,1.45
20170424 ,1.47
20170425 ,1.53
20170426 ,1.49
20170427 ,1.49
20170428 ,1.49
20170501 ,1.5
20170502 ,1.47
20170503 ,1.48
20170504 ,1.5
20170505 ,1.46
20170508 ,1.48
20170509 ,1.51
20170510 ,1.51
20170511 ,1.5
20170512 ,1.45
20170515 ,1.44
20170516 ,1.43
20170517 ,1.32
20170518 ,1.3
20170519 ,1.31
20170522 ,1.32
20170523 ,1.37
20170524 ,1.33
20170525 ,1.31
20170526 ,1.31
20170529 ,
20170530 ,1.28
20170531 ,1.23
20170601 ,1.23
20170602 ,1.17
20170605 ,1.22
20170606 ,1.17
20170607 ,1.18
20170608 ,1.18
20170609 ,1.2
20170612 ,1.23
20170613 ,1.21
20170614 ,1.14
20170615 ,1.14
20170616 ,1.13
20170619 ,1.17
20170620 ,1.15
20170621 ,1.17
20170622 ,1.19
20170623 ,1.18
20170626 ,1.15
20170627 ,1.21
20170628 ,1.2
20170629 ,1.23
20170630 ,1.28
20170703 ,1.29
20170704 ,
20170705 ,1.28
20170706 ,1.33
20170707 ,1.34
20170710 ,1.34
20170711 ,1.32
20170712 ,1.28
20170713 ,1.3
20170714 ,1.29
20170717 ,1.24
20170718 ,1.2
20170719 ,1.16
20170720 ,1.12
20170721 ,1.08
20170724 ,1.09
20170725 ,1.15
20170726 ,1.16
20170727 ,1.21
20170728 ,1.22
20170731 ,1.23
20170801 ,1.18
20170802 ,1.19
20170803 ,1.16
20170804 ,1.19
20170807 ,1.24
20170808 ,1.23
20170809 ,1.18
20170810 ,1.15
20170811 ,1.16
20170814 ,1.2
20170815 ,1.23
20170816 ,1.21
20170817 ,1.19
20170818 ,1.17
20170821 ,1.18
20170822 ,1.22
20170823 ,1.17
20170824 ,1.17
20170825 ,1.14
20170828 ,1.18
20170829 ,1.1
20170830 ,1.12
20170831 ,1.11
20170901 ,1.14
20170904 ,
20170905 ,1.04
20170906 ,1.03
20170907 ,1
20170908 ,1.02
20170911 ,1.09
20170912 ,1.14
20170913 ,1.16
20170914 ,1.15
20170915 ,1.15
20170918 ,1.18
20170919 ,1.2
20170920 ,1.24
20170921 ,1.23
20170922 ,1.23
20170925 ,1.17
20170926 ,1.18
20170927 ,1.24
20170928 ,1.25
20170929 ,1.27
20171002 ,1.33
20171003 ,1.26
20171004 ,1.25
20171005 ,1.28
20171006 ,1.3
20171009 ,
20171010 ,1.27
20171011 ,1.25
20171012 ,1.24
20171013 ,1.19
20171016 ,1.2
20171017 ,1.21
20171018 ,1.25
20171019 ,1.23
20171020 ,1.28
20171023 ,1.29
20171024 ,1.3
20171025 ,1.32
20171026 ,1.35
20171027 ,1.32
20171030 ,1.25
20171031 ,1.23
20171101 ,1.19
20171102 ,1.18
20171103 ,1.16
20171106 ,1.13
20171107 ,1.1
20171108 ,1.09
20171109 ,1.09
20171110 ,1.17
20171113 ,1.16
20171114 ,1.12
20171115 ,1.08
20171116 ,1.1
20171117 ,1.06
20171120 ,1.07
20171121 ,1.06
20171122 ,1.03
20171123 ,
20171124 ,1.05
20171127 ,1.05
20171128 ,1.04
20171129 ,1.08
20171130 ,1.15
20171201 ,1.1
20171204 ,1.08
20171205 ,1.06
20171206 ,1.03
20171207 ,1.08
20171208 ,1.1
20171211 ,1.06
20171212 ,1.06
20171213 ,1.06
20171214 ,1.03
20171215 ,1.04
20171218 ,1.01
20171219 ,1.09
20171220 ,1.11
20171221 ,1.13
20171222 ,1.15
20171225 ,
20171226 ,1
20171227 ,0.98
20171228 ,1.04
20171229 ,1.01
